POS,Name,OVR,CType,CYear,CTM,CON/STU,POW/MOV,EYE/CON,FLD/STA,L10,SELL,MC,St,Act/Deact,QS,Sell
RF,Glenallen Hill,47,Snapshot,1993,Cleveland,53,94,55,53,21,0,0,Inactive,Activate,QS 5,Sell
RF,Glenallen Hill,47,Snapshot,1993,Cleveland,53,94,55,53,21,0,0,Inactive,Activate,QS 5,Sell
RF,Glenallen Hill,47,Snapshot,1993,Cleveland,53,94,55,53,21,0,0,Inactive,Activate,QS 5,Sell
RF,Glenallen Hill,47,Snapshot,1993,Cleveland,53,94,55,53,21,0,0,Inactive,Activate,QS 5,Sell
RF,Glenallen Hill,47,Snapshot,1993,Cleveland,53,94,55,53,21,0,0,Inactive,Activate,QS 5,Sell
3B,Andy High,58,Snapshot,1926,Boston Braves,82,35,64,45,54,0,1,Inactive,Activate,QS 5,Sell
3B,Pinky Higgins,68,Snapshot,1941,Detroit Tigers,73,77,76,66,53,0,0,Reserve,Deactivate,QS 25,Sell
C,Kyle Higashioka,62,2024 MLB,2024,San Diego Padres,59,76,62,71,49,0,2,Inactive,Activate,Locked,
CL,Jordan Hicks,87,2024 MLB,2024,San Francisco Giants,87,102,52,42,2 163,0,2,Inactive,Activate,Locked,
RP,Jordan Hicks,64,RS,2018,St. Louis Cardinals,56,109,20,13,52,0,0,Inactive,Activate,QS 25,Sell
LF,Aaron Hicks,65,2024 MLB,2024,Los Angeles Angels,65,59,96,75,58,0,2,Inactive,Activate,Locked,
RF,Jason Heyward,75,2024 MLB,2024,Los Angeles Dodgers,69,71,74,96,971,0,2,Inactive,Activate,QS 100,Sell
SP,Joe Hesketh,81,SE,1985,Montreal Expos,72,84,81,70,1 253,0,0,Active,Deactivate,QS 1 000,Sell
C,Willard Hershberger,54,RS,1939,Cincinnati Reds,74,26,51,50,20,0,0,Inactive,Activate,QS 5,Sell
C,Ed Herrmann,64,Snapshot,1970,Chicago White Sox,59,101,70,46,93,0,0,Inactive,Activate,QS 25,Sell
RP,Tim Herrin,58,2024 MLB,2024,Cleveland Guardians,81,73,61,39,7,0,2,Inactive,Activate,Locked,
C,Jose Herrera,41,2024 MLB,2024,Arizona Diamondbacks,60,24,77,68,10,0,2,Inactive,Activate,Locked,
LF,Teoscar Hernandez,71,2024 MLB,2024,Los Angeles Dodgers,68,89,59,75,825,0,2,Inactive,Activate,QS 100,Sell
C,Ramon Hernandez,50,Snapshot,2002,Oakland Athletics,56,40,74,70,32,0,0,Inactive,Activate,QS 5,Sell
RP,Jose Hernandez,49,2024 MLB,2024,Pittsburgh Pirates,96,65,61,23,10,0,2,Inactive,Activate,Locked,
SS,Jose Hernandez,62,Snapshot,1999,Chicago Cubs,59,75,70,76,52,0,0,Inactive,Activate,QS 25,Sell
RP,Jonathan Hernandez,51,2024 MLB,2024,Texas Rangers,86,70,55,22,9,0,2,Inactive,Activate,Locked,
SS,Enrique Hernandez,60,2024 MLB,2024,Los Angeles Dodgers,62,64,69,51,39,0,2,Inactive,Activate,QS 25,Sell
SP,Elieser Hernandez,68,2024 MLB,2024,Los Angeles Dodgers,90,60,86,55,59,0,2,Inactive,Activate,QS 25,Sell
RP,Carlos Hernandez,60,2024 MLB,2024,Kansas City Royals,81,70,65,43,67,0,2,Inactive,Activate,Locked,
SP,Dustin Hermanson,74,Snapshot,1998,Montreal Expos,65,78,69,66,204,0,0,Inactive,Activate,QS 100,Sell
RP,Jimmy Herget,50,2024 MLB,2024,Los Angeles Angels,70,66,76,18,10,0,2,Inactive,Activate,Locked,
3B,David Hensley,64,2024 MLB,2024,Houston Astros,67,39,83,61,61,0,2,Inactive,Activate,Locked,
SP,Tommy Henry,70,2024 MLB,2024,Arizona Diamondbacks,70,76,73,59,275,0,2,Reserve,Deactivate,Locked,
2B,Woodie Held,59,Snapshot,1964,Cleveland,50,92,85,83,78,0,0,Inactive,Activate,QS 5,Sell
C,Tyler Heineman,41,2024 MLB,2024,Boston Red Sox,58,9,76,66,8,0,2,Inactive,Activate,Locked,
C,Austin Hedges,46,2024 MLB,2024,Cleveland Guardians,54,44,62,96,10,0,2,Inactive,Activate,Locked,
SP,Jonathan Heasley,59,2024 MLB,2024,Baltimore Orioles,72,70,77,51,10,0,2,Inactive,Activate,Locked,
SP,Andrew Heaney,74,2024 MLB,2024,Texas Rangers,97,67,82,57,502,0,2,Inactive,Activate,Locked,
C,Fran Healy,63,Snapshot,1973,Kansas City Royals,67,67,76,63,47,0,0,Inactive,Activate,QS 25,Sell
SP,Brent Headrick,62,2024 MLB,2024,Minnesota Twins,82,69,77,51,75,0,2,Inactive,Activate,Locked,
LF,Austin Hays,72,2024 MLB,2024,Baltimore Orioles,74,73,63,72,272,0,2,Inactive,Activate,QS 100,Sell
3B,Ke'Bryan Hayes,76,2024 MLB,2024,Pittsburgh Pirates,70,55,66,99,349,0,2,Reserve,Deactivate,Locked,
3B,Charlie Hayes,51,Snapshot,1995,Philadelphia Phillies,68,53,63,57,26,0,0,Inactive,Activate,QS 5,Sell
3B,Charlie Hayes,51,Snapshot,1995,Philadelphia Phillies,68,53,63,57,26,0,0,Inactive,Activate,QS 5,Sell
SP,Wynn Hawkins,40,Snapshot,1961,Cleveland,37,75,56,60,27,0,0,Inactive,Activate,QS 5,Sell
SP,LaTroy Hawkins,40,Snapshot,1999,Minnesota Twins,42,57,79,57,101,0,1,Inactive,Activate,Locked,
3B,Grady Hatton,51,Snapshot,1955,Boston Red Sox,66,33,104,62,34,0,0,Inactive,Activate,QS 5,Sell
CF,Billy Hatcher,63,Snapshot,1987,Houston Astros,77,45,66,62,92,0,0,Inactive,Activate,QS 25,Sell
CL,Hunter Harvey,77,2024 MLB,2024,Washington Nationals,93,72,85,20,413,0,2,Inactive,Activate,Locked,
RP,Grant Hartwig,62,2024 MLB,2024,New York Mets,76,78,57,22,45,0,2,Inactive,Activate,QS 25,Sell
SP,Slim Harriss,68,Snapshot,1928,Boston Red Sox,48,77,88,76,45,0,0,Inactive,Activate,QS 25,Sell
SP,Slim Harriss,68,Snapshot,1928,Boston Red Sox,48,77,88,76,45,0,0,Inactive,Activate,QS 25,Sell
SP,Slim Harriss,68,Snapshot,1928,Boston Red Sox,48,77,88,76,45,0,0,Inactive,Activate,QS 25,Sell
SP,Roric Harrison,49,UnH,1973,Atlanta Braves,75,74,31,69,17,0,0,Inactive,Activate,QS 5,Sell
2B,Josh Harrison,51,2024 MLB,2024,Cincinnati Reds,67,39,56,56,9,0,2,Inactive,Activate,Locked,
RP,Pep Harris,58,Snapshot,1998,Anaheim Angels,43,81,70,15,18,0,0,Inactive,Activate,QS 5,Sell
3B,Lenny Harris,62,UnH,1990,Los Angeles Dodgers,96,25,57,60,62,0,0,Inactive,Activate,QS 25,Sell
SP,Hogan Harris,58,2024 MLB,2024,Oakland Athletics,79,71,61,51,10,0,2,Inactive,Activate,Locked,
CL,Gene Harris,55,Snapshot,1993,San Diego Padres,60,88,36,12,18,0,0,Inactive,Activate,QS 5,Sell
CL,Gene Harris,55,Snapshot,1993,San Diego Padres,60,88,36,12,18,0,0,Inactive,Activate,QS 5,Sell
C,Brian Harper,74,SE,1993,Minnesota Twins,114,55,43,44,271,0,0,Active,Deactivate,QS 100,Sell
C,Pinky Hargrave,54,Snapshot,1932,Boston Braves,53,77,77,45,22,0,0,Inactive,Activate,QS 5,Sell
LF,Ian Happ,75,2024 MLB,2024,Chicago Cubs,68,78,88,69,815,0,2,Reserve,Deactivate,Locked,
SP,Erik Hanson,84,Snapshot,1990,Seattle Mariners,99,78,70,79,2 778,0,0,Inactive,Activate,QS 1 000,Sell
SS,Ron Hansen,68,Snapshot,1961,Baltimore Orioles,56,57,77,98,77,0,0,Inactive,Activate,QS 25,Sell
RP,Andy Hansen,62,Snapshot,1951,Philadelphia Phillies,40,73,119,20,55,0,0,Inactive,Activate,QS 25,Sell
CF,Ned Hanlon,76,Snapshot,1882,Detroit Wolverines,53,97,88,79,219,0,0,Reserve,Deactivate,QS 100,Sell
RF,Mitch Haniger,57,2024 MLB,2024,Seattle Mariners,64,78,69,64,9,0,2,Inactive,Activate,Locked,
CF,Garrett Hampson,62,2024 MLB,2024,Kansas City Royals,70,34,69,64,72,0,2,Inactive,Activate,Locked,
SP,Roy Halladay,41,RS,1999,Toronto Blue Jays,44,77,50,61,86,0,1,Inactive,Activate,QS 5,Sell
SP,DL Hall,79,2024 MLB,2024,Milwaukee Brewers,122,73,63,52,1 155,0,2,Inactive,Activate,Locked,
1B,Darick Hall,56,2024 MLB,2024,Philadelphia Phillies,62,80,70,47,10,0,2,Inactive,Activate,Locked,
SP,Hal Haid,56,UnH,1929,St. Louis Cardinals,46,77,57,77,117,0,1,Inactive,Activate,QS 5,Sell
SP,Jesse Hahn,75,Snapshot,2015,Oakland Athletics,37,97,75,63,250,0,0,Reserve,Deactivate,QS 100,Sell
RF,Sam Haggerty,65,2024 MLB,2024,Seattle Mariners,64,45,72,75,74,0,2,Inactive,Activate,Locked,
CL,Josh Hader,88,2024 MLB,2024,Houston Astros,129,79,63,16,2 828,0,2,Reserve,Deactivate,QS 1 000,Sell
C,Eric Haase,62,2024 MLB,2024,Milwaukee Brewers,62,77,64,50,45,0,2,Inactive,Activate,Locked,
LF,Lourdes Gurriel Jr.,70,2024 MLB,2024,Arizona Diamondbacks,78,69,60,61,327,0,2,Inactive,Activate,Locked,
SP,Bill Gullickson,51,HaH,1991,Detroit Tigers,34,69,124,72,36,0,0,Inactive,Activate,QS 5,Sell
SP,Don Gullett,69,Snapshot,1974,Cincinnati Reds,80,74,59,79,67,0,0,Inactive,Activate,QS 25,Sell
2B,Luis Guillorme,56,2024 MLB,2024,Atlanta Braves,64,15,81,83,8,0,2,Inactive,Activate,QS 5,Sell
LF,Pedro Guerrero,89,SE,1985,Los Angeles Dodgers,72,102,89,83,3 870,0,0,Active,Deactivate,QS 1 000,Sell
3B,Kelly Gruber,87,SE,1989,Toronto Blue Jays,83,94,45,87,1 330,0,0,Reserve,Deactivate,QS 1 000,Sell
SP,Michael Grove,56,2024 MLB,2024,Los Angeles Dodgers,79,63,75,60,9,0,2,Inactive,Activate,QS 5,Sell
CF,Johnny Groth,64,Snapshot,1950,Detroit Tigers,81,61,81,54,63,0,0,Inactive,Activate,QS 25,Sell
LF,Robbie Grossman,69,Snapshot,2020,Oakland Athletics,58,76,85,90,69,0,0,Inactive,Activate,QS 25,Sell
SS,Vaughn Grissom,82,2024 MLB,2024,Boston Red Sox,80,45,66,68,1 385,0,2,Reserve,Deactivate,Locked,
SP,Ross Grimsley,71,Snapshot,1974,Baltimore Orioles,55,73,86,86,247,0,0,Inactive,Activate,QS 100,Sell
RP,Jason Grilli,48,Snapshot,2016,Toronto Blue Jays,116,72,23,11,23,0,0,Inactive,Activate,QS 5,Sell
LF,Ben Grieve,52,Snapshot,1999,Oakland Athletics,54,82,81,74,87,0,1,Inactive,Activate,Locked,
CF,Randal Grichuk,60,2024 MLB,2024,Arizona Diamondbacks,66,75,60,46,60,0,2,Inactive,Activate,Locked,
RF,Jim Greengrass,47,Snapshot,1955,Philadelphia Phillies,55,76,74,64,39,0,1,Inactive,Activate,QS 5,Sell
2B,Dick Green,79,Snapshot,1969,Oakland Athletics,68,75,69,84,1 397,0,1,Inactive,Activate,QS 100,Sell
2B,Dick Green,79,Snapshot,1969,Oakland Athletics,68,75,69,84,1 397,0,1,Reserve,Deactivate,QS 100,Sell
1B,David Green,44,Snapshot,1984,St. Louis Cardinals,62,78,51,50,103,0,2,Inactive,Activate,Locked,
RP,Chad Green,78,2024 MLB,2024,Toronto Blue Jays,100,70,87,23,421,0,2,Reserve,Deactivate,Locked,
SP,Josiah Gray,66,2024 MLB,2024,Washington Nationals,89,70,74,54,62,0,2,Inactive,Activate,Locked,
SP,Jon Gray,71,2024 MLB,2024,Texas Rangers,88,71,84,65,766,0,2,Reserve,Deactivate,QS 100,Sell
CL,Danny Graves,67,Snapshot,1999,Cincinnati Reds,51,91,53,18,101,0,0,Inactive,Activate,QS 25,Sell
C,Yasmani Grandal,57,2024 MLB,2024,Pittsburgh Pirates,62,70,94,64,10,0,2,Inactive,Activate,Locked,
C,Peaches Graham,57,Snapshot,1910,Boston Doves,73,26,67,54,16,0,0,Inactive,Activate,QS 5,Sell
SS,Tony Graffanino,78,Snapshot,2003,Chicago White Sox,59,60,70,95,240,0,0,Inactive,Activate,QS 100,Sell
1B,Mark Grace,74,HaH,1995,Chicago Cubs,94,66,75,66,330,0,0,Inactive,Activate,QS 100,Sell
RP,Trevor Gott,66,2024 MLB,2024,Oakland Athletics,84,71,75,15,54,0,2,Inactive,Activate,Locked,
2B,Johnny Goryl,68,Snapshot,1963,Minnesota Twins,60,80,68,74,52,0,0,Inactive,Activate,QS 25,Sell
2B,Nolan Gorman,76,2024 MLB,2024,St. Louis Cardinals,64,110,76,57,748,0,2,Reserve,Deactivate,Locked,
3B,Sid Gordon,70,All-Star,1948,New York Giants,66,104,73,44,235,0,0,Reserve,Deactivate,QS 100,Sell
CF,Nick Gordon,68,2024 MLB,2024,Miami Marlins,70,59,55,65,60,0,2,Inactive,Activate,Locked,
CF,Tom Goodwin,53,UnH,1995,Kansas City Royals,76,28,65,61,26,0,0,Inactive,Activate,QS 5,Sell
SP,Herb Goodall,66,RS,1890,Louisville Colonels,61,80,51,93,41,0,0,Inactive,Activate,QS 25,Sell
RP,Victor Gonzalez,68,2024 MLB,2024,New York Yankees,76,79,63,39,38,0,2,Inactive,Activate,QS 25,Sell
3B,Romy Gonzalez,68,2024 MLB,2024,Boston Red Sox,66,77,57,70,68,0,2,Inactive,Activate,Locked,
RF,Oscar Gonzalez,58,RS,2022,Cleveland Guardians,85,69,49,55,22,0,0,Inactive,Activate,QS 5,Sell
2B,Nick Gonzales,64,2024 MLB,2024,Pittsburgh Pirates,63,51,70,69,56,0,2,Inactive,Activate,Locked,
SP,Marco Gonzales,70,2024 MLB,2024,Pittsburgh Pirates,65,73,87,73,346,0,2,Inactive,Activate,Locked,
SS,Chris Gomez,71,UnH,1998,San Diego Padres,70,28,73,77,282,0,0,Inactive,Activate,QS 100,Sell
SP,Austin Gomber,63,2024 MLB,2024,Colorado Rockies,68,69,84,62,70,0,2,Inactive,Activate,Locked,
1B,Paul Goldschmidt,84,2024 MLB,2024,St. Louis Cardinals,76,83,86,71,2 000,0,2,Reserve,Deactivate,Locked,
1B,Paul Goldschmidt,90,SE,2016,Arizona Diamondbacks,86,71,131,95,5 760,0,0,Reserve,Deactivate,QS 4 000,Sell
RP,Jerry Don Gleaton,67,Snapshot,1987,Kansas City Royals,96,89,31,13,44,0,0,Inactive,Activate,QS 25,Sell
SP,Lucas Giolito,83,Snapshot,2021,Chicago White Sox,77,76,72,59,1 431,0,0,Inactive,Activate,QS 1 000,Sell
RP,Kevin Ginkel,68,2024 MLB,2024,Arizona Diamondbacks,92,74,67,15,47,0,2,Inactive,Activate,Locked,
RP,Logan Gillaspie,51,2024 MLB,2024,San Diego Padres,60,69,76,18,8,0,2,Inactive,Activate,Locked,
RP,Lucas Gilbreath,40,2024 MLB,2024,Colorado Rockies,69,68,44,23,9,0,3,Inactive,Activate,Locked,
SP,Kyle Gibson,68,2024 MLB,2024,St. Louis Cardinals,72,74,82,75,39,0,2,Inactive,Activate,Locked,
C,Jake Gibbs,66,UnH,1970,New York Yankees,65,77,56,66,53,0,0,Inactive,Activate,QS 25,Sell
RP,Ian Gibaut,65,2024 MLB,2024,Cincinnati Reds,82,72,72,16,72,0,2,Inactive,Activate,Locked,
2B,Johnny Giavotella,56,Snapshot,2015,Los Angeles Angels,76,26,68,68,63,0,0,Inactive,Activate,QS 5,Sell
SP,Joe Giard,40,RS,1925,St. Louis Browns,53,70,36,79,15,0,0,Inactive,Activate,QS 5,Sell
2B,Zack Gelof,65,2024 MLB,2024,Oakland Athletics,69,70,75,64,53,0,2,Inactive,Activate,Locked,
CF,Gary Geiger,63,Snapshot,1963,Boston Red Sox,61,78,70,65,78,0,0,Inactive,Activate,QS 25,Sell
SP,Dillon Gee,49,RS,2011,New York Mets,48,76,49,59,16,0,0,Inactive,Activate,QS 5,Sell
SP,Dillon Gee,49,RS,2011,New York Mets,48,76,49,59,16,0,0,Inactive,Activate,QS 5,Sell
SP,Dillon Gee,49,RS,2011,New York Mets,48,76,49,59,16,0,0,Inactive,Activate,QS 5,Sell
C,Rich Gedman,58,Snapshot,1984,Boston Red Sox,56,95,50,52,113,0,1,Inactive,Activate,Locked,
2B,Brent Gates,75,RS,1993,Oakland Athletics,73,36,71,83,219,0,0,Reserve,Deactivate,QS 100,Sell
LF,Stone Garrett,57,2024 MLB,2024,Washington Nationals,66,76,59,71,11,0,2,Inactive,Activate,Locked,
RP,Reed Garrett,41,2024 MLB,2024,New York Mets,63,63,59,17,9,0,2,Inactive,Activate,Locked,
RP,Amir Garrett,42,2024 MLB,2024,San Francisco Giants,103,67,35,12,9,0,2,Inactive,Activate,Locked,
3B,Debs Garms,57,Snapshot,1945,St. Louis Cardinals,75,31,89,48,21,0,0,Inactive,Activate,QS 5,Sell
LF,Kyle Garlick,53,2024 MLB,2024,Arizona Diamondbacks,61,75,68,65,9,0,2,Inactive,Activate,Locked,
SP,Mark Gardner,60,Snapshot,1992,Montreal Expos,65,72,66,63,64,0,0,Inactive,Activate,QS 25,Sell
RP,Yimi Garcia,70,2024 MLB,2024,Toronto Blue Jays,88,70,83,14,465,0,2,Reserve,Deactivate,Locked,
RP,Robert Garcia,63,2024 MLB,2024,Washington Nationals,82,75,62,22,60,0,2,Inactive,Activate,Locked,
2B,Pedro Garcia,41,RS,1973,Milwaukee Brewers,56,76,61,71,22,0,0,Inactive,Activate,QS 5,Sell
3B,Maikel Garcia,64,2024 MLB,2024,Kansas City Royals,74,25,69,77,66,0,2,Inactive,Activate,Locked,
RP,Luis Garcia,68,2024 MLB,2024,Los Angeles Angels,73,76,71,14,60,0,2,Inactive,Activate,Locked,
2B,Luis Garcia,58,2024 MLB,2024,Washington Nationals,76,54,57,64,10,0,2,Inactive,Activate,Locked,
2B,Greg Garcia,55,Snapshot,2019,San Diego Padres,68,29,108,58,18,0,0,Inactive,Activate,QS 5,Sell
2B,Greg Garcia,55,Snapshot,2019,San Diego Padres,68,29,108,58,18,0,0,Inactive,Activate,QS 5,Sell
RF,Avisail Garcia,54,2024 MLB,2024,Miami Marlins,66,75,63,72,9,0,2,Inactive,Activate,Locked,
SP,Sean Gallagher,52,RS,2008,Chicago Cubs,71,73,45,55,16,0,0,Inactive,Activate,QS 5,Sell
RP,Matt Gage,48,2024 MLB,2024,Los Angeles Dodgers,68,69,68,23,9,0,2,Inactive,Activate,QS 5,Sell
RP,Brent Gaff,67,UnH,1984,New York Mets,46,89,66,22,126,0,1,Inactive,Activate,Locked,
SP,Hunter Gaddis,61,2024 MLB,2024,Cleveland Guardians,73,69,77,54,44,0,2,Inactive,Activate,Locked,
RP,Kody Funderburk,67,2024 MLB,2024,Minnesota Twins,103,74,64,22,60,0,2,Inactive,Activate,Locked,
RP,Shintaro Fujinami,49,2024 MLB,2024,New York Mets,82,71,42,38,8,0,3,Inactive,Activate,Locked,
CL,Brian Fuentes,79,SE,2006,Colorado Rockies,88,73,70,10,345,0,0,Active,Deactivate,QS 100,Sell
C,David Fry,64,2024 MLB,2024,Cleveland Guardians,64,64,64,46,46,0,2,Inactive,Activate,Locked,
RP,Todd Frohwirth,79,Peak,1991,Baltimore Orioles,55,102,54,18,280,0,0,Reserve,Deactivate,QS 100,Sell
RP,Luis Frias,54,2024 MLB,2024,Arizona Diamondbacks,79,71,63,23,10,0,2,Inactive,Activate,Locked,
RF,Sal Frelick,75,2024 MLB,2024,Milwaukee Brewers,79,37,76,80,908,0,2,Inactive,Activate,Locked,
2B,Tyler Freeman,69,2024 MLB,2024,Cleveland Guardians,75,30,61,82,47,0,2,Reserve,Deactivate,Locked,
SP,Kyle Freeland,64,2024 MLB,2024,Colorado Rockies,67,72,89,71,91,0,2,Inactive,Activate,Locked,
2B,Adam Frazier,61,2024 MLB,2024,Kansas City Royals,74,34,62,68,60,0,2,Inactive,Activate,Locked,
3B,Juan Francisco,40,Snapshot,2014,Toronto Blue Jays,48,97,78,52,83,0,0,Inactive,Activate,QS 5,Sell
RP,Bowden Francis,57,2024 MLB,2024,Toronto Blue Jays,71,66,75,55,8,0,2,Inactive,Activate,Locked,
1B,Ty France,69,2024 MLB,2024,Seattle Mariners,77,60,62,67,42,0,2,Inactive,Activate,Locked,
SP,J.P. France,63,2024 MLB,2024,Houston Astros,75,69,72,57,51,0,2,Inactive,Activate,Locked,
RF,Jake Fraley,79,2024 MLB,2024,Cincinnati Reds,67,77,83,79,658,0,2,Inactive,Activate,Locked,
3B,Joe Foy,62,RS,1966,Boston Red Sox,61,75,115,50,57,0,0,Inactive,Activate,QS 25,Sell
RP,Matt Foster,52,2024 MLB,2024,Chicago White Sox,69,66,77,18,10,0,2,Inactive,Activate,Locked,
C,Nick Fortes,71,2024 MLB,2024,Miami Marlins,70,64,64,68,584,0,2,Reserve,Deactivate,Locked,
3B,Davy Force,69,UnH,1873,Baltimore Canaries,63,30,85,53,67,0,0,Inactive,Activate,QS 25,Sell
SP,Rich Folkers,67,Snapshot,1975,San Diego Padres,57,72,85,54,58,0,0,Inactive,Activate,QS 25,Sell
RP,Jason Foley,83,2024 MLB,2024,Detroit Tigers,55,90,89,16,1 345,0,2,Active,Deactivate,Locked,
SP,Gavin Floyd,52,Snapshot,2012,Chicago White Sox,62,70,56,61,20,0,0,Inactive,Activate,QS 5,Sell
RF,Cliff Floyd,82,SE,2002,Florida Marlins,78,105,90,51,1 306,0,0,Reserve,Deactivate,QS 1 000,Sell
CL,Dylan Floro,63,2024 MLB,2024,Washington Nationals,67,72,78,14,65,0,2,Inactive,Activate,Locked,
SP,Chris Flexen,55,2024 MLB,2024,Chicago White Sox,68,64,79,69,9,0,2,Inactive,Activate,Locked,
RF,Dominic Fletcher,78,2024 MLB,2024,Chicago White Sox,80,39,65,96,346,0,2,Inactive,Activate,Locked,
SS,David Fletcher,61,2024 MLB,2024,Atlanta Braves,74,14,56,78,59,0,2,Inactive,Activate,QS 25,Sell
RP,Josh Fleming,63,2024 MLB,2024,Pittsburgh Pirates,49,74,87,43,57,0,2,Inactive,Activate,Locked,
CL,Kyle Finnegan,63,2024 MLB,2024,Washington Nationals,73,71,76,15,81,0,2,Inactive,Activate,Locked,
RP,Bob File,40,UnH,2004,Toronto Blue Jays,34,66,77,17,16,0,0,Inactive,Activate,QS 5,Sell
3B,Josh D. Fields,48,RS,2007,Chicago White Sox,47,95,70,82,17,0,0,Inactive,Activate,QS 5,Sell
RP,J.P. Feyereisen,48,2024 MLB,2024,Los Angeles Dodgers,89,62,64,16,8,0,2,Inactive,Activate,QS 5,Sell
RP,Jose Ferrer,52,2024 MLB,2024,Washington Nationals,59,72,77,20,10,0,2,Inactive,Activate,Locked,
RF,Al Ferrara,62,Snapshot,1967,Los Angeles Dodgers,63,90,75,50,53,0,0,Inactive,Activate,QS 25,Sell
1B,Freddy Fermin,72,2024 MLB,2024,Kansas City Royals,70,74,69,38,286,0,2,Reserve,Deactivate,Locked,
SP,Alex Ferguson,58,UnH,1924,Boston Red Sox,61,78,49,82,23,0,0,Inactive,Activate,QS 5,Sell
SP,Ryan Feltner,69,2024 MLB,2024,Colorado Rockies,76,77,63,53,76,0,2,Inactive,Activate,Locked,
CF,Happy Felsch,73,SE,1919,Chicago White Sox,60,85,70,80,181,0,0,Reserve,Deactivate,QS 100,Sell
RP,Michael Feliz,43,Snapshot,2017,Houston Astros,119,51,56,13,25,0,0,Inactive,Activate,QS 5,Sell
RP,Calvin Faucher,43,2024 MLB,2024,Miami Marlins,71,61,57,29,9,0,2,Inactive,Activate,Locked,
3B,Duke Farrell,80,Snapshot,1891,Boston Reds,71,98,72,59,1 840,0,0,Reserve,Deactivate,QS 1 000,Sell
SS,Kyle Farmer,63,2024 MLB,2024,Minnesota Twins,65,55,57,56,60,0,2,Inactive,Activate,Locked,
RP,Buck Farmer,50,2024 MLB,2024,Cincinnati Reds,81,67,64,15,8,0,2,Inactive,Activate,Locked,
SP,Bailey Falter,62,2024 MLB,2024,Pittsburgh Pirates,67,69,89,52,62,0,2,Inactive,Activate,Locked,
CF,Stuart Fairchild,71,2024 MLB,2024,Cincinnati Reds,66,74,71,65,606,0,2,Reserve,Deactivate,Locked,
SP,Alex Faedo,78,2024 MLB,2024,Detroit Tigers,77,71,84,57,726,0,2,Inactive,Activate,Locked,
RP,Frank Eufemia,56,RS,1985,Minnesota Twins,49,71,83,19,21,0,0,Inactive,Activate,QS 5,Sell
2B,Thairo Estrada,77,2024 MLB,2024,San Francisco Giants,72,59,56,89,499,0,2,Inactive,Activate,Locked,
C,Johnny Estrada,62,All-Star,2004,Atlanta Braves,88,42,68,38,38,0,0,Inactive,Activate,QS 25,Sell
RP,Jeremiah Estrada,47,2024 MLB,2024,San Diego Padres,105,66,46,22,8,0,2,Inactive,Activate,Locked,
CL,Carlos Estevez,65,2024 MLB,2024,Los Angeles Angels,100,70,67,15,54,0,2,Inactive,Activate,Locked,
SP,Shawn Estes,53,Snapshot,1998,San Francisco Giants,75,72,38,65,16,0,0,Inactive,Activate,QS 5,Sell
SP,Shawn Estes,53,Snapshot,1998,San Francisco Giants,75,72,38,65,16,0,0,Inactive,Activate,QS 5,Sell
3B,Bobby Estalella,63,Snapshot,1942,Washington Senators,67,73,112,52,48,0,0,Inactive,Activate,QS 25,Sell
3B,Santiago Espinal,69,2024 MLB,2024,Toronto Blue Jays,77,24,67,73,52,0,2,Inactive,Activate,Locked,
RP,Chico Escarrega,79,RS,1982,Chicago White Sox,43,89,97,21,530,0,0,Reserve,Deactivate,QS 100,Sell
SP,Paul Erickson,80,RS,1941,Chicago Cubs,82,90,52,73,1 447,0,0,Reserve,Deactivate,QS 1 000,Sell
RP,Lucas Erceg,69,2024 MLB,2024,Oakland Athletics,101,90,32,22,70,0,3,Inactive,Activate,Locked,
SP,Nathan Eovaldi,88,2024 MLB,2024,Texas Rangers,87,76,85,59,4 123,0,2,Reserve,Deactivate,QS 1 000,Sell
RP,Mason Englert,52,2024 MLB,2024,Detroit Tigers,60,69,79,42,9,0,2,Inactive,Activate,Locked,
2B,Dick Egan,83,RS,1909,Cincinnati Reds,70,70,63,101,1 486,0,0,Reserve,Deactivate,QS 1 000,Sell
LF,Charlie Eden,40,UnH,1885,Pittsburgh Alleghenys,63,25,66,44,19,0,0,Inactive,Activate,QS 5,Sell
SP,Adam Eaton,59,Snapshot,2005,San Diego Padres,61,69,69,60,17,0,0,Inactive,Activate,QS 5,Sell
CF,Adam Eaton,66,Snapshot,2014,Chicago White Sox,91,5,77,62,86,0,0,Reserve,Deactivate,QS 25,Sell
SP,Mal Eason,46,UnH,1902,Boston Beaneaters,42,74,70,101,16,0,0,Inactive,Activate,QS 5,Sell
CF,Jarrod Dyson,71,SE,2016,Kansas City Royals,84,19,68,109,425,0,0,Reserve,Deactivate,QS 100,Sell
CF,Jim Dwyer,60,Snapshot,1980,Boston Red Sox,71,78,72,50,85,0,0,Inactive,Activate,QS 25,Sell
CF,Jim Dwyer,60,Snapshot,1980,Boston Red Sox,71,78,72,50,85,0,0,Inactive,Activate,QS 25,Sell
CF,Jarren Duran,86,2024 MLB,2024,Boston Red Sox,76,59,64,76,1 653,0,2,Reserve,Deactivate,Locked,
SP,Dane Dunning,68,2024 MLB,2024,Texas Rangers,74,76,83,61,49,0,2,Inactive,Activate,Locked,
SS,Mariano Duncan,53,RS,1985,Los Angeles Dodgers,57,36,58,82,30,0,0,Inactive,Activate,QS 5,Sell
